Offense Date,UCR Description,UCR Category,Zip Code
2022-08-24 14:23:00+00:00,SHOPLIFTING,LARCENY/THEFT,38128
2022-08-24 15:50:00+00:00,SHOPLIFTING,LARCENY/THEFT,38128
2022-08-24 17:18:00+00:00,INTIMIDATION,ASSAULT,38128
2022-08-24 17:45:00+00:00,THEFT OF MV PARTS/ACCS,LARCENY/THEFT,38128
2022-08-24 19:00:00+00:00,INTIMIDATION,ASSAULT,38128
2022-08-24 19:08:00+00:00,ARSON,ARSON,38128
2022-08-24 20:00:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2022-08-24 21:03:00+00:00,DRUG/NARCOTIC VIOLS,DRUG/NARCOTIC,38128
2022-08-25 04:30:00+00:00,INTIMIDATION,ASSAULT,38128
2022-08-25 09:55:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-08-25 10:47:00+00:00,FALSE PRETENSES/SWIN/CONF,FRAUD,38128
2022-08-25 12:00:00+00:00,SHOPLIFTING,LARCENY/THEFT,38128
2022-08-25 13:20:00+00:00,SHOPLIFTING,LARCENY/THEFT,38128
2022-08-25 13:30:00+00:00,INTIMIDATION,ASSAULT,38128
2022-08-25 15:00:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2022-08-25 15:18:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-08-25 16:10:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38128
2022-08-25 19:02:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2022-08-25 19:16:00+00:00,THEFT FROM A MOTOR VEHICLE,LARCENY/THEFT,38128
2022-08-25 20:45:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38128
2022-08-25 21:50:00+00:00,INTIMIDATION,ASSAULT,38128
2022-08-25 22:00:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2022-08-25 22:00:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-08-25 23:57:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38128
2022-08-26 00:40:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2022-08-26 04:30:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38128
2022-08-26 07:30:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2022-08-26 09:00:00+00:00,INTIMIDATION,ASSAULT,38128
2022-08-26 10:05:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2022-08-26 10:45:00+00:00,THEFT OF MV PARTS/ACCS,LARCENY/THEFT,38128
2022-08-26 15:30:00+00:00,THEFT FROM A BUILDING,LARCENY/THEFT,38128
2022-08-26 16:00:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2022-08-26 17:27:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38128
2022-08-26 19:03:00+00:00,THEFT OF MV PARTS/ACCS,LARCENY/THEFT,38128
2022-08-26 23:00:00+00:00,THEFT FROM A BUILDING,LARCENY/THEFT,38128
2022-08-27 00:00:00+00:00,FALSE PRETENSES/SWIN/CONF,FRAUD,38128
2022-08-27 02:00:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2022-08-27 02:30:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38128
2022-08-27 04:00:00+00:00,ARSON,ARSON,38128
2022-08-27 05:55:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-08-27 08:00:00+00:00,COUNTERFEITING/FORGERY,COUNTERFEITING/FORGERY,38128
2022-08-27 11:07:00+00:00,ALL OTHER LARCENY,LARCENY/THEFT,38128
2022-08-27 13:00:00+00:00,SHOPLIFTING,LARCENY/THEFT,38128
2022-08-27 15:15:00+00:00,SHOPLIFTING,LARCENY/THEFT,38128
2022-08-27 17:55:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2022-08-27 18:00:00+00:00,SHOPLIFTING,LARCENY/THEFT,38128
2022-08-27 21:00:00+00:00,THEFT FROM A MOTOR VEHICLE,LARCENY/THEFT,38128
2022-08-27 22:00:00+00:00,THEFT OF MV PARTS/ACCS,LARCENY/THEFT,38128
2022-08-28 12:45:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-08-28 17:00:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2022-08-28 23:00:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2022-08-28 23:00:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2022-08-29 00:00:00+00:00,THEFT OF MV PARTS/ACCS,LARCENY/THEFT,38128
2022-08-29 01:30:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-08-29 02:00:00+00:00,THEFT FROM A MOTOR VEHICLE,LARCENY/THEFT,38128
2022-08-29 03:30:00+00:00,THEFT FROM A MOTOR VEHICLE,LARCENY/THEFT,38128
2022-08-29 07:30:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2022-08-29 07:30:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2022-08-29 09:50:00+00:00,SHOPLIFTING,LARCENY/THEFT,38128
2022-08-29 14:30:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2022-08-29 16:30:00+00:00,STALKING,ASSAULT,38128
2022-08-29 16:45:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-08-29 17:50:00+00:00,INTIMIDATION,ASSAULT,38128
2022-08-29 18:05:00+00:00,SHOPLIFTING,LARCENY/THEFT,38128
2022-08-29 19:45:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2022-08-29 19:56:00+00:00,SHOPLIFTING,LARCENY/THEFT,38128
2022-08-29 22:00:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2022-08-29 23:00:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2022-08-29 23:45:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2022-08-30 00:22:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2022-08-30 01:15:00+00:00,THEFT FROM A MOTOR VEHICLE,LARCENY/THEFT,38128
2022-08-30 03:00:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38128
2022-08-30 07:00:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2022-08-30 07:00:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2022-08-30 09:00:00+00:00,ALL OTHER LARCENY,LARCENY/THEFT,38128
2022-08-30 10:00:00+00:00,ALL OTHER LARCENY,LARCENY/THEFT,38128
2022-08-30 10:00:00+00:00,CREDIT CARD/ATM FRAUD,FRAUD,38128
2022-08-30 12:00:00+00:00,THEFT FROM A MOTOR VEHICLE,LARCENY/THEFT,38128
2022-08-30 12:00:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-08-30 13:00:00+00:00,INTIMIDATION,ASSAULT,38128
2022-08-30 14:00:00+00:00,BURG/BREAK & ENTER,BURG/BREAK & ENTER,38128
2022-08-30 14:30:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2022-08-30 15:40:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-08-30 16:00:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2022-08-30 19:15:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-08-30 19:40:00+00:00,SHOPLIFTING,LARCENY/THEFT,38128
2022-08-30 20:30:00+00:00,SHOPLIFTING,LARCENY/THEFT,38128
2022-08-30 21:00:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2022-08-30 21:30:00+00:00,THEFT OF MV PARTS/ACCS,LARCENY/THEFT,38128
2022-08-30 23:40:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2022-08-31 00:09:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2022-08-31 00:10:00+00:00,DRUG/NARCOTIC VIOLS,DRUG/NARCOTIC,38128
2022-08-31 00:10:00+00:00,NEGL VEHICULAR MSLTR,HOMICIDE,38128
2022-08-31 04:00:00+00:00,THEFT FROM A MOTOR VEHICLE,LARCENY/THEFT,38128
2022-08-31 05:40:00+00:00,THEFT FROM A MOTOR VEHICLE,LARCENY/THEFT,38128
2022-08-31 08:00:00+00:00,THEFT FROM A MOTOR VEHICLE,LARCENY/THEFT,38128
2022-08-31 11:00:00+00:00,THEFT OF MV PARTS/ACCS,LARCENY/THEFT,38128
2022-08-31 11:50:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-08-31 13:40:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2022-08-31 14:20:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38128
2022-08-31 15:00:00+00:00,SHOPLIFTING,LARCENY/THEFT,38128
2022-08-31 15:30:00+00:00,ALL OTHER LARCENY,LARCENY/THEFT,38128
2022-08-31 17:36:00+00:00,INTIMIDATION,ASSAULT,38128
2022-08-31 17:41:00+00:00,CREDIT CARD/ATM FRAUD,FRAUD,38128
2022-08-31 18:30:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-08-31 19:00:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2022-08-31 21:30:00+00:00,INTIMIDATION,ASSAULT,38128
2022-09-01 00:00:00+00:00,THEFT FROM A BUILDING,LARCENY/THEFT,38128
2022-09-01 02:15:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38128
2022-09-01 10:30:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2022-09-01 14:30:00+00:00,THEFT FROM A BUILDING,LARCENY/THEFT,38128
2022-09-01 15:00:00+00:00,ALL OTHER OFFENSES,ALL OTHER OFFENSES,38128
2022-09-01 15:10:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-09-01 16:08:00+00:00,INTIMIDATION,ASSAULT,38128
2022-09-01 16:25:00+00:00,INTIMIDATION,ASSAULT,38128
2022-09-01 16:50:00+00:00,THEFT FROM A MOTOR VEHICLE,LARCENY/THEFT,38128
2022-09-01 17:15:00+00:00,KIDNAPPING/ABDUCTION,KIDNAPPING/ABDUCTION,38128
2022-09-01 19:20:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-09-01 20:00:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38128
2022-09-01 20:30:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2022-09-02 08:00:00+00:00,BURG/BREAK & ENTER,BURG/BREAK & ENTER,38128
2022-09-02 14:10:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2022-09-02 15:00:00+00:00,THEFT OF MV PARTS/ACCS,LARCENY/THEFT,38128
2022-09-02 15:30:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2022-09-02 16:00:00+00:00,ALL OTHER LARCENY,LARCENY/THEFT,38128
2022-09-02 17:00:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2022-09-02 17:00:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38128
2022-09-02 18:00:00+00:00,KIDNAPPING/ABDUCTION,KIDNAPPING/ABDUCTION,38128
2022-09-02 20:00:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2022-09-02 20:29:00+00:00,KIDNAPPING/ABDUCTION,KIDNAPPING/ABDUCTION,38128
2022-09-02 21:20:00+00:00,ROBBERY,ROBBERY,38128
2022-09-02 22:00:00+00:00,THEFT FROM A MOTOR VEHICLE,LARCENY/THEFT,38128
2022-09-02 22:30:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38128
2022-09-02 22:51:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38128
2022-09-02 23:32:00+00:00,THEFT FROM A MOTOR VEHICLE,LARCENY/THEFT,38128
2022-09-02 23:35:00+00:00,DRUG/NARCOTIC VIOLS,DRUG/NARCOTIC,38128
2022-09-03 00:00:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2022-09-03 00:00:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2022-09-03 00:00:00+00:00,THEFT FROM A BUILDING,LARCENY/THEFT,38128
2022-09-03 01:40:00+00:00,THEFT FROM A BUILDING,LARCENY/THEFT,38128
2022-09-03 02:20:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2022-09-03 03:00:00+00:00,INTIMIDATION,ASSAULT,38128
2022-09-03 04:00:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38128
2022-09-03 08:00:00+00:00,COUNTERFEITING/FORGERY,COUNTERFEITING/FORGERY,38128
2022-09-03 08:20:00+00:00,ALL OTHER LARCENY,LARCENY/THEFT,38128
2022-09-03 09:20:00+00:00,INTIMIDATION,ASSAULT,38128
2022-09-03 10:47:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-09-03 11:10:00+00:00,SHOPLIFTING,LARCENY/THEFT,38128
2022-09-03 12:00:00+00:00,THEFT FROM A BUILDING,LARCENY/THEFT,38128
2022-09-03 12:30:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2022-09-03 14:10:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-09-03 16:00:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2022-09-03 16:10:00+00:00,INTIMIDATION,ASSAULT,38128
2022-09-03 16:37:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-09-03 17:33:00+00:00,SHOPLIFTING,LARCENY/THEFT,38128
2022-09-03 19:36:00+00:00,SHOPLIFTING,LARCENY/THEFT,38128
2022-09-03 21:00:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-09-03 21:00:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2022-09-03 21:55:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2022-09-04 00:30:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2022-09-04 02:00:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38128
2022-09-04 02:00:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2022-09-04 03:13:00+00:00,WEAPON LAW VIOL,WEAPON LAW VIOLATION,38128
2022-09-04 04:21:00+00:00,ROBBERY,ROBBERY,38128
2022-09-04 06:22:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2022-09-04 10:50:00+00:00,INTIMIDATION,ASSAULT,38128
2022-09-04 10:50:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-09-04 11:00:00+00:00,INTIMIDATION,ASSAULT,38128
2022-09-04 14:35:00+00:00,SHOPLIFTING,LARCENY/THEFT,38128
2022-09-04 15:30:00+00:00,INTIMIDATION,ASSAULT,38128
2022-09-04 20:00:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2022-09-04 20:47:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38128
2022-09-04 21:20:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-09-04 22:00:00+00:00,MURDER/NON-NEGL MSLTR,HOMICIDE,38128
2022-09-04 22:00:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2022-09-04 23:30:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2022-09-05 00:01:00+00:00,INTIMIDATION,ASSAULT,38128
2022-09-05 03:00:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2022-09-05 06:29:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2022-09-05 10:40:00+00:00,SHOPLIFTING,LARCENY/THEFT,38128
2022-09-05 11:00:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2022-09-05 13:00:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-09-05 14:00:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38128
2022-09-05 14:15:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2022-09-05 15:30:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-09-05 17:30:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-09-05 17:33:00+00:00,INTIMIDATION,ASSAULT,38128
2022-09-05 18:30:00+00:00,THEFT FROM A MOTOR VEHICLE,LARCENY/THEFT,38128
2022-09-05 18:50:00+00:00,INTIMIDATION,ASSAULT,38128
2022-09-05 20:00:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2022-09-05 21:40:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2022-09-06 00:14:00+00:00,BURG/BREAK & ENTER,BURG/BREAK & ENTER,38128
2022-09-06 01:00:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2022-09-06 01:30:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2022-09-06 01:40:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2022-09-06 02:00:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2022-09-06 07:00:00+00:00,THEFT OF MV PARTS/ACCS,LARCENY/THEFT,38128
2022-09-06 08:00:00+00:00,THEFT FROM A MOTOR VEHICLE,LARCENY/THEFT,38128
2022-09-06 09:00:00+00:00,BURG/BREAK & ENTER,BURG/BREAK & ENTER,38128
2022-09-06 09:00:00+00:00,INTIMIDATION,ASSAULT,38128
2022-09-06 10:56:00+00:00,SHOPLIFTING,LARCENY/THEFT,38128
2022-09-06 11:30:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-09-06 12:00:00+00:00,THEFT FROM A MOTOR VEHICLE,LARCENY/THEFT,38128
2022-09-06 12:15:00+00:00,THEFT FROM A MOTOR VEHICLE,LARCENY/THEFT,38128
2022-09-06 14:15:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-09-06 15:06:00+00:00,INTIMIDATION,ASSAULT,38128
2022-09-06 17:48:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-09-06 18:30:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2022-09-06 20:00:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2022-09-06 20:00:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2022-09-06 20:00:00+00:00,THEFT FROM A MOTOR VEHICLE,LARCENY/THEFT,38128
2022-09-06 21:00:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2022-09-06 21:57:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2022-09-06 22:02:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2022-09-06 22:19:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2022-09-07 00:24:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2022-09-07 01:00:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2022-09-07 05:30:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2022-09-07 06:35:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-09-07 07:00:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2022-09-07 07:30:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-09-07 09:00:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2022-09-07 11:50:00+00:00,SHOPLIFTING,LARCENY/THEFT,38128
2022-09-07 12:30:00+00:00,ALL OTHER LARCENY,LARCENY/THEFT,38128
2022-09-07 12:45:00+00:00,THEFT FROM A BUILDING,LARCENY/THEFT,38128
2022-09-07 13:00:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2022-09-07 13:00:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2022-09-07 14:12:00+00:00,BURG/BREAK & ENTER,BURG/BREAK & ENTER,38128
2022-09-07 14:46:00+00:00,THEFT OF MV PARTS/ACCS,LARCENY/THEFT,38128
2022-09-07 14:50:00+00:00,SHOPLIFTING,LARCENY/THEFT,38128
2022-09-07 16:00:00+00:00,BURG/BREAK & ENTER,BURG/BREAK & ENTER,38128
2022-09-07 16:34:00+00:00,INTIMIDATION,ASSAULT,38128
2022-09-07 17:15:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-09-07 17:25:00+00:00,ALL OTHER LARCENY,LARCENY/THEFT,38128
2022-09-07 17:30:00+00:00,THEFT FROM A MOTOR VEHICLE,LARCENY/THEFT,38128
2022-09-07 17:45:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38128
2022-09-07 17:45:00+00:00,ALL OTHER LARCENY,LARCENY/THEFT,38128
2022-09-07 18:00:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2022-09-07 19:30:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-09-07 19:30:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2022-09-07 20:00:00+00:00,THEFT OF MV PARTS/ACCS,LARCENY/THEFT,38128
2022-09-07 21:00:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-09-07 21:00:00+00:00,INTIMIDATION,ASSAULT,38128
2022-09-07 21:15:00+00:00,AGGRAVATED ASSAULT,AGGRAVATED ASSAULT,38128
2022-09-07 22:00:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-09-07 22:30:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2022-09-07 22:45:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-09-08 01:00:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2022-09-08 01:00:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-09-08 01:00:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2022-09-08 06:00:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-09-08 06:00:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-09-08 08:00:00+00:00,BURG/BREAK & ENTER,BURG/BREAK & ENTER,38128
2022-09-08 10:00:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-09-08 12:00:00+00:00,STALKING,ASSAULT,38128
2022-09-08 13:30:00+00:00,ALL OTHER LARCENY,LARCENY/THEFT,38128
2022-09-08 16:10:00+00:00,SHOPLIFTING,LARCENY/THEFT,38128
2022-09-08 17:00:00+00:00,INTIMIDATION,ASSAULT,38128
2022-09-08 17:30:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-09-08 18:00:00+00:00,ALL OTHER LARCENY,LARCENY/THEFT,38128
2022-09-08 18:10:00+00:00,SHOPLIFTING,LARCENY/THEFT,38128
2022-09-08 18:30:00+00:00,BURG/BREAK & ENTER,BURG/BREAK & ENTER,38128
2022-09-08 18:40:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2022-09-08 20:00:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2022-09-08 22:10:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2022-09-08 23:20:00+00:00,BURG/BREAK & ENTER,BURG/BREAK & ENTER,38128
2022-09-08 23:32:00+00:00,ROBBERY,ROBBERY,38128
2022-09-09 00:00:00+00:00,PORNOGRAPHY/OBSCN MAT,PORNOGRAPHY/OBSCN MAT,38128
2022-09-09 00:01:00+00:00,STALKING,ASSAULT,38128
2022-09-09 03:45:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2022-09-09 05:28:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2022-09-09 11:00:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2022-09-09 12:00:00+00:00,ALL OTHER LARCENY,LARCENY/THEFT,38128
2022-09-09 12:30:00+00:00,SIMPLE ASSAULT,ASSAULT,38128
2022-09-09 15:00:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2022-09-09 18:00:00+00:00,DRUG/NARCOTIC VIOLS,DRUG/NARCOTIC,38128
2022-09-09 19:00:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2022-09-09 20:00:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2022-09-09 21:30:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2022-09-09 22:00:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2022-09-09 22:00:00+00:00,THEFT FROM A MOTOR VEHICLE,LARCENY/THEFT,38128
2022-09-09 22:00:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2022-09-09 22:30:00+00:00,BURG/BREAK & ENTER,BURG/BREAK & ENTER,38128
2022-09-09 23:00:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2022-09-09 23:15:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2022-09-09 23:30:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2022-09-10 00:00:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2022-09-10 01:00:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2022-09-10 02:00:00+00:00,ALL OTHER LARCENY,LARCENY/THEFT,38128
2022-09-10 04:00:00+00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT,38128
2022-09-10 06:10:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
2022-09-10 06:30:00+00:00,DEST/DAM/VAND OF PROPERTY,DEST/DAM/VAND OF PROPERTY,38128
